source,target
s1346,s76305
s1346,s1347
s76305,s1350
s1347,s1351
s1347,s1350
s1351,s1352
s1350,s88148
s1350,s1352
s88148,s1353
s1352,s1353
s1352,s76306
s1353,s96869
s1353,s1355
s76306,s1355
s96869,s1356
s1355,s88149
s1355,s1356
s88149,s1357
s1356,s1357
s1356,s1358
s1357,s101842
s1357,s1360
s1358,s1360
s101842,s1364
s1360,s1363
s1363,s1365
s1364,s101843
s101843,s1366
s1365,s1366
s1365,s76310
s1366,s1368
s1366,s1369
s76310,s1368
s1368,s1370
s1368,s101844
s1369,s1370
s1370,s1371
s1370,s1372
s101844,s1371
s1371,s1373
s1371,s1374
s1372,s1373
s1373,s1375
s1373,s1376
s1374,s1375
s1375,s1377
s1376,s1378
s1378,s1379
s1377,s1380
s1377,s1379
s1380,s1381
s1379,s1384
s1379,s1381
s1384,s1382
s1381,s1382
s1381,s1383
s1382,s96870
s1382,s1385
s1383,s1385
s96870,s1387
s1385,s1387
s1385,s76311
s1387,s1389
s76311,s76312
s76312,s1392
s1389,s1391
s1391,s88150
s1391,s1393
s1392,s1393
s88150,s1395
s1393,s1395
s1393,s1396
s1395,s1397
s1395,s1398
s1396,s1397
s1397,s96871
s1397,s1399
s1398,s1399
s96871,s1402
s1399,s1400
s1400,s101845
s1400,s1401
s1402,s1401
s101845,s1403
s1401,s1403
s1401,s88151
s1403,s76313
s1403,s1404
s88151,s1404
s76313,s1406
s1404,s96872
s1404,s1406
s96872,s1407
s1406,s1407
s1406,s88152
s1407,s1410
s1407,s1411
s88152,s1410
s1410,s96873
s1410,s1412
s1411,s1412
s96873,s1414
s1412,s76314
s1412,s1414
s76314,s1417
s1414,s1416
s1416,s1418
s1417,s76315
s1418,s1419
s76315,s76316
s1419,s1420
s76316,s76317
s76317,s76318
s1420,s1421
s76318,s1424
s1421,s1422
s1422,s88153
s1422,s1423
s1424,s1423
s88153,s1426
s1423,s96874
s1423,s1426
s96874,s96875
s1426,s1428
s96875,s1429
s1428,s101846
s1428,s1429
s101846,s1430
s1429,s1430
s1429,s88154
s1430,s1431
s1430,s1432
s88154,s1431
s1431,s1434
s1431,s1433
s1432,s1433
s1434,s1435
s1433,s76319
s1433,s1435
s76319,s1436
s1435,s1436
s1435,s1438
s1436,s1437
s1436,s88155
s1438,s1437
s1437,s1439
s1437,s1440
s88155,s1439
s1439,s1441
s1439,s1442
s1440,s1441
s1441,s1443
s1442,s76320
s76320,s1445
s1443,s1446
s1443,s1445
s1446,s1447
s1445,s1447
s1445,s1448
s1447,s96876
s1447,s1449
s1448,s1449
s96876,s1451
s1449,s1451
s1449,s1452
s1451,s1454
s1451,s1453
s1452,s1453
s1454,s1455
s1453,s1455
s1453,s1458
s1455,s88156
s1455,s1456
s1458,s1456
s88156,s1459
s1456,s1459
s1456,s1460
s1459,s1461
s1459,s1462
s1460,s1461
s1461,s1464
s1461,s1463
s1462,s1463
s1464,s1465
s1463,s1465
s1463,s101847
s1465,s96878
s1465,s1466
s101847,s1466
s96878,s1467
s1466,s101848
s1466,s1467
s101848,s101849
s1467,s1468
s101849,s1470
s1468,s1470
s1468,s1471
s1470,s1473
s1470,s101850
s1471,s1473
s1473,s1474
s1473,s1475
s101850,s1474
s1474,s1476
s1475,s1477
s1476,s1479
s1476,s1478
s1477,s1478
s1479,s1480
s1478,s1480
s1478,s1481
s1480,s1482
s1481,s101851
s101851,s1483
s1482,s1483
s1482,s76322
s1483,s1484
s1483,s96879
s76322,s1484
s1484,s1486
s96879,s96880
s96880,s96881
s1486,s1487
s96881,s1488
s1487,s1489
s1487,s1488
s1489,s1490
s1488,s1490
s1488,s1491
s1490,s76323
s1490,s1492
s1491,s1492
s76323,s1494
s1492,s1495
s1492,s1494
s1495,s1497
s1494,s1496
s1497,s1498
s1496,s1498
s1496,s101852
s1498,s1499
s1498,s1500
s101852,s1499
s1499,s1501
s1499,s76324
s1500,s1501
s1501,s96882
s1501,s1502
s76324,s1502
s96882,s1505
s1502,s1504
s1505,s1506
s1504,s1506
s1504,s76325
s1506,s1508
s1506,s1507
s76325,s1507
s1508,s1509
s1507,s1509
s1507,s1510
s1509,s1511
s1510,s76326
s76326,s76327
s1511,s1512
s76327,s1514
s1512,s96883
s1512,s1514
s96883,s1515
s1514,s1515
s1514,s1517
s1514,s1516
s1515,s1518
s1517,s1518
s1516,s101853
s101853,s101854
s1518,s1519
s101854,s1521
s1519,s1521
s1519,s1522
s1521,s1523
s1522,s1524
s1524,s1526
s1523,s1525
s1526,s1528
s1525,s1527
s1527,s1530
s1527,s1529
s1528,s1529
s1530,s1532
s1529,s1531
s1531,s96884
s1531,s1533
s1532,s1533
s96884,s1535
s1533,s1534
s1535,s1536
s1534,s1536
s1534,s101855
s1536,s1537
s1536,s88157
s101855,s1537
s1537,s1538
s1537,s101856
s88157,s1538
s1538,s1539
s101856,s101857
s101857,s101858
s1539,s1540
s101858,s1541
s1540,s1541
s1540,s1542
s1541,s101859
s1541,s1543
s1542,s1543
s101859,s1544
s1543,s1544
s1543,s96885
s1544,s1547
s1544,s1546
s96885,s1546
s1547,s88158
s1546,s1548
s88158,s88159
s1548,s1549
s88159,s1551
s1549,s1551
s1549,s1552
s1551,s1553
s1551,s1554
s1552,s1553
s1553,s1555
s1553,s76328
s1554,s1555
s1555,s1556
s1555,s101860
s76328,s1556
s1556,s1558
s101860,s101861
s1558,s1560
s101861,s101862
s101862,s1562
s1560,s1562
s1560,s1563
s1562,s1564
s1562,s1565
s1563,s1564
s1564,s76329
s1564,s1566
s1565,s1566
s76329,s1567
s1566,s88160
s1566,s1567
s88160,s1569
s1567,s1569
s1567,s76330
s1569,s1572
s76330,s76332
s76332,s1573
s1572,s96886
s1572,s1573
s96886,s1574
s1573,s1575
s1573,s1574
s1575,s1577
s1574,s1577
s1574,s1578
s1577,s88161
s1577,s1579
s1578,s1579
s88161,s1580
s1579,s101863
s1579,s1580
s101863,s1581
s1580,s1582
s1580,s1581
s1582,s1583
s1581,s1583
s1581,s76333
s1583,s1584
s1583,s1585
s76333,s1584
s1584,s1587
s1584,s1586
s1585,s1586
s1587,s1588
s1586,s76334
s1586,s1588
s76334,s76335
s1588,s1589
s1589,s1591
s1589,s101864
s76335,s1591
s1591,s1592
s1591,s96887
s101864,s1592
s1592,s1594
s1592,s76336
s96887,s1594
s1594,s1596
s76336,s1597
s1596,s1598
s1597,s1599
s1599,s1600
s1598,s1600
s1598,s101865
s1600,s1601
s1600,s1602
s101865,s1601
s1601,s1603
s1602,s76337
s76337,s1604
s1603,s1605
s1603,s1604
s1605,s1606
s1604,s76338
s1604,s1606
s76338,s76339
s1606,s1607
s76339,s1609
s1607,s1609
s1607,s101866
s1609,s1612
s1609,s1611
s101866,s1611
s1612,s1613
s1611,s1614
s1611,s1613
s1614,s1615
s1613,s1617
s1613,s1615
s1617,s1616
s1615,s1616
s1615,s101867
s1616,s76340
s1616,s1618
s101867,s1618
s76340,s1619
s1618,s1619
s1618,s1621
s1619,s1620
s1619,s76341
s1621,s1620
s1620,s1622
s76341,s76342
s1622,s1623
s76342,s76343
s1623,s1624
s1623,s88162
s76343,s1624
s1624,s101868
s1624,s1626
s88162,s1626
s101868,s1628
s1626,s1629
s1626,s1628
s1629,s88163
s1628,s1630
s88163,s1631
s1630,s76344
s1630,s1631
s76344,s1632
s1631,s1633
s1631,s1632
s1633,s1634
s1632,s1635
s1632,s1634
s1635,s88164
s1634,s96888
s1634,s1636
s96888,s1637
s88164,s1637
s1636,s101869
s1636,s1637
s101869,s1638
s1637,s1639
s1637,s1638
s1639,s1640
s1638,s1640
s1638,s101870
s1640,s1645
s1640,s1642
s101870,s1642
s1645,s1643
s1642,s76345
s1642,s1643
s76345,s1647
s1643,s1647
s1643,s88165
s1647,s101871
s1647,s1648
s88165,s1648
s101871,s101872
s1648,s1651
s101872,s1653
s1651,s1653
s1651,s1660
s1653,s1654
s1653,s76346
s1660,s1654
s1654,s101873
s1654,s1655
s76346,s1655
s101873,s101874
s1655,s1658
s1658,s1662
s1658,s1661
s101874,s1661
s1662,s1663
s1661,s76347
s1661,s1663
s76347,s1665
s1663,s1666
s1663,s1665
s1666,s1670
s1665,s1667
s1667,s1668
s1667,s101875
s1670,s1668
s1668,s1671
s1668,s1673
s101875,s1671
s1671,s101876
s1671,s1672
s1673,s1672
s101876,s101877
s1672,s1674
s1674,s1675
s1674,s1676
s101877,s1675
s1675,s1677
s1676,s1678
s1677,s1679
s1678,s1680
s1679,s1681
s1679,s76348
s1680,s1681
s1681,s1684
s1681,s1683
s76348,s1683
s1684,s96889
s1683,s1685
s96889,s1688
s1685,s1687
s1688,s1689
s1687,s101878
s1687,s1689
s101878,s1690
s1689,s1690
s1689,s88166
s1690,s1692
s1690,s96891
s88166,s1692
s1692,s1694
s1692,s1695
s96891,s1694
s1694,s1696
s1695,s88169
s1696,s101879
s1696,s1697
s88169,s1697
s101879,s1698
s1697,s1698
s1697,s1699
s1698,s101880
s1698,s1700
s1699,s1700
s101880,s1702
s1700,s1702
s1700,s1703
s1702,s101881
s1702,s1704
s1703,s1704
s101881,s101882
s1704,s1706
s101882,s1708
s1706,s1707
s1708,s1709
s1707,s76349
s1707,s1709
s76349,s1711
s1709,s1710
s1711,s1712
s1710,s88170
s1710,s1712
s88170,s1714
s1712,s1714
s1712,s1717
s1714,s1716
s1714,s1715
s1717,s1715
s1716,s1718
s1715,s1718
s1715,s1719
s1718,s88171
s1718,s1720
s1719,s1720
s88171,s1721
s1720,s96892
s1720,s1721
s96892,s1723
s1721,s88172
s1721,s1723
s88172,s88173
s1723,s1724
s1724,s1726
s1724,s96893
s88173,s1726
s1726,s88174
s1726,s1727
s96893,s1727
s88174,s1729
s1727,s1729
s1727,s1730
s1729,s1731
s1729,s88175
s1730,s1731
s1731,s1733
s1731,s76350
s88175,s1733
s1733,s96894
s1733,s1734
s76350,s1734
s96894,s96895
s1734,s1736
s96895,s1738
s1736,s1737
s1737,s101883
s1737,s1739
s1738,s1739
s101883,s1740
s1739,s1740
s1739,s1741
s1740,s1744
s1740,s1743
s1741,s1743
s1744,s1745
s1743,s1745
s1743,s1746
s1745,s1747
s1745,s96896
s1746,s1747
s1747,s88176
s1747,s1748
s96896,s1748
s88176,s1751
s1748,s101884
s1748,s1751
s101884,s1752
s1751,s1752
s1751,s1753
s1752,s101885
s1752,s1754
s1753,s1754
s101885,s101886
s1754,s1755
s101886,s1757
s1755,s1758
s1755,s1757
s1758,s1759
s1757,s88177
s1757,s1759
s88177,s1760
s1759,s1761
s1759,s1760
s1761,s1763
s1760,s1762
s1763,s1764
s1762,s1764
s1762,s76351
s1764,s1765
s76351,s76352
s76352,s76353
s1765,s1766
s1766,s1767
s76353,s76354
s76354,s1768
s1767,s1769
s1767,s1768
s1769,s1771
s1768,s1770
s1771,s1773
s1770,s1772
s1772,s1774
s1773,s96897
s96897,s1775
s1774,s88178
s1774,s1775
s88178,s1776
s1775,s76355
s1775,s1776
s76355,s1779
s1776,s1779
s1776,s1780
s1779,s1781
s1779,s101887
s1780,s1781
s1781,s1782
s1781,s88179
s101887,s1782
s1782,s1783
s1782,s1784
s88179,s1783
s1783,s76356
s1783,s1785
s1784,s1785
s76356,s76357
s1785,s1787
s1787,s1790
s1787,s1789
s76357,s1789
s1790,s1791
s1789,s1792
s1789,s1791
s1792,s1793
s1791,s1793
s1791,s1794
s1793,s101889
s1793,s1795
s1794,s1795
s101889,s1798
s1795,s1797
s1797,s1799
s1798,s1800
s1799,s76358
s1799,s1801
s1800,s1801
s76358,s76359
s1801,s1802
s76359,s1803
s1802,s1807
s1802,s1803
s1807,s1804
s1803,s76360
s1803,s1804
s76360,s76361
s1804,s1805
s76361,s1808
s1805,s1808
s1805,s96898
s1808,s76362
s1808,s1809
s96898,s1809
s76362,s76363
s1809,s1812
s1812,s96899
s1812,s1813
s76363,s1813
s96899,s1815
s1813,s1815
s1813,s88181
s1815,s1817
s88181,s88182
s1817,s1818
s1817,s96900
s88182,s1818
s1818,s88183
s1818,s1820
s96900,s1820
s88183,s1821
s1820,s1821
s1820,s1822
s1821,s101890
s1821,s1823
s1822,s1823
s101890,s1824
s1823,s76364
s1823,s1824
s76364,s1827
s1824,s1826
s1827,s76365
s1826,s1828
s76365,s76366
s1828,s1829
s1829,s1832
s76366,s1833
s1833,s1834
s1832,s1835
s1832,s1834
s1835,s1836
s1834,s76368
s1834,s1836
s76368,s76369
s1836,s1837
s76369,s76370
s1837,s1839
s1839,s1840
s1839,s101891
s76370,s1840
s1840,s1841
s101891,s101892
s1841,s1843
s1841,s1842
s101892,s1842
s1843,s1844
s1842,s101893
s1842,s1844
s101893,s1845
s1844,s1845
s1844,s1846
s1845,s1847
s1846,s1848
s1847,s1849
s1847,s1850
s1848,s1849
s1849,s1851
s1849,s101894
s1850,s1851
s1851,s1853
s1851,s1854
s101894,s1853
s1853,s88184
s1853,s1855
s1854,s1855
s88184,s1857
s1855,s1857
s1855,s76371
s1857,s1859
s1857,s88185
s76371,s1859
s1859,s96901
s1859,s1860
s88185,s1860
s96901,s1861
s1860,s1862
s1860,s1861
s1862,s1865
s1861,s1864
s1865,s1866
s1864,s76372
s1864,s1866
s76372,s1867
s1866,s101895
s1866,s1867
s101895,s1868
s1867,s1868
s1867,s1869
s1868,s1871
s1868,s1870
s1869,s1870
s1871,s1872
s1870,s96902
s1870,s1872
s96902,s1874
s1872,s1874
s1872,s1875
s1874,s1876
s1875,s1877
s1876,s1878
s1876,s1879
s1877,s1878
s1878,s1880
s1879,s76373
s76373,s1881
s1880,s1882
s1880,s1881
s1882,s101896
s1881,s1883
s1883,s1884
s101896,s1885
s1885,s1887
s1884,s1886
s1887,s1888
s1886,s1888
s1886,s1889
s1888,s1890
s1889,s1892
s1892,s1891
s1890,s101897
s1890,s1891
s101897,s1893
s1891,s96903
s1891,s1893
s96903,s1894
s1893,s1894
s1893,s88186
s1894,s1896
s1894,s96904
s88186,s1896
s1896,s1898
s1896,s1899
s96904,s1898
s1898,s1900
s1898,s1902
s1899,s1900
s1900,s88187
s1900,s1901
s1902,s1901
s88187,s1903
s1901,s1903
s1901,s1904
s1903,s1905
s1904,s1906
s1905,s76374
s1905,s1907
s1906,s1907
s76374,s1909
s1907,s1908
s1908,s1911
s1908,s1910
s1909,s1910
s1911,s1913
s1910,s1912
s1913,s1914
s1912,s1915
s1912,s1914
s1915,s1916
s1914,s1916
s1914,s1921
s1916,s1917
s1916,s1920
s1921,s1917
s1917,s1918
s1917,s1919
s1920,s1918
s1918,s1922
s1918,s88188
s1919,s1922
s1922,s1923
s1922,s1924
s88188,s1923
s1923,s1925
s1923,s76377
s1924,s1925
s1925,s1927
s76377,s76378
s1927,s1928
s76378,s76379
s1928,s1929
s76379,s76380
s1929,s1931
s1929,s101898
s76380,s1931
s1931,s1932
s1931,s1933
s101898,s1932
s1932,s1934
s1932,s88189
s1933,s1934
s1934,s1937
s1934,s1935
s88189,s1935
s1937,s1936
s1935,s76381
s1935,s1936
s76381,s1938
s1936,s1938
s1936,s1939
s1938,s1940
s1939,s1942
s1940,s1941
s1940,s76382
s1942,s1941
s1941,s1946
s1941,s1943
s76382,s1943
s1946,s1944
s1943,s1944
s1943,s76384
s1944,s1947
s76384,s1948
s1947,s1949
s1948,s76393
s76393,s1951
s1949,s101901
s1949,s1951
s101901,s1953
s1951,s1953
s1951,s1954
s1953,s1955
s1954,s1956
s1956,s76394
s1955,s1957
s1957,s1958
s1957,s101902
s76394,s1958
s1958,s1960
s1958,s76395
s101902,s1960
s1960,s1962
s1960,s88190
s76395,s1962
s1962,s1965
s1962,s1963
s88190,s1963
s1965,s1964
s1963,s88191
s1963,s1964
s88191,s1966
s1964,s96906
s1964,s1966
s96906,s1967
s1966,s1967
s1966,s76396
s1967,s101903
s1967,s1969
s76396,s1969
s101903,s1971
s1969,s1971
s1969,s96907
s1971,s1972
s96907,s1973
s1973,s1974
s1972,s88192
s1972,s1974
s88192,s1975
s1974,s1975
s1974,s76399
s1975,s1978
s1975,s1977
s76399,s1977
s1978,s96908
s1977,s1979
s96908,s1980
s1979,s88193
s1979,s1980
s88193,s1984
s1980,s1983
s1983,s76400
s1983,s1985
s1984,s1985
s76400,s1987
s1985,s1986
s1986,s1988
s1987,s1989
s1989,s76401
s1988,s1990
s1990,s1992
s1990,s1991
s76401,s1991
s1992,s88194
s1991,s1993
s88194,s88195
s1993,s1994
s1994,s76402
s1994,s1996
s88195,s1996
s76402,s1998
s1996,s1998
s1996,s96909
s1998,s1999
s96909,s2002
s1999,s2001
s1999,s2000
s2002,s2000
s2001,s2003
s2000,s2004
s2000,s2003
s2004,s2008
s2003,s2005
s2005,s101904
s2005,s2006
s2008,s2006
s101904,s2009
s2006,s96910
s2006,s2009
s96910,s2010
s2009,s76403
s2009,s2010
s76403,s2012
s2010,s2012
s2010,s2013
s2012,s76404
s2012,s2014
s2013,s2014
s76404,s76405
s2014,s2016
s76405,s2017
s2016,s2017
s2016,s2024
s2017,s76406
s2017,s2018
s2024,s2018
s76406,s2020
s2018,s2020
s2018,s88196
s2020,s2022
s2020,s2023
s88196,s2022
s2022,s2025
s2023,s2026
s2025,s88197
s2025,s2027
s2026,s2027
s88197,s2028
s2027,s96911
s2027,s2028
s96911,s2029
s2028,s88198
s2028,s2029
s88198,s88199
s2029,s2030
s88199,s2031
s2030,s2031
s2030,s96912
s2031,s2032
s96912,s96913
s2032,s2034
s2032,s88200
s96913,s2034
s2034,s2035
s2034,s96914
s88200,s2035
s2035,s101905
s2035,s2036
s96914,s2036
s101905,s2038
s2036,s2039
s2036,s2038
s2039,s76407
s2038,s2040
s76407,s76408
s2040,s2042
s76408,s76409
s2042,s2043
s2043,s88201
s2043,s2044
s76409,s2044
s88201,s2045
s2044,s2045
s2044,s101906
s2045,s2046
s2045,s2047
s101906,s2046
s2046,s2048
s2046,s2049
s2047,s2048
s2048,s2051
s2048,s2050
s2049,s2050
s2051,s2052
s2050,s2052
s2050,s96915
s2052,s88202
s2052,s2053
s96915,s2053
s88202,s2054
s2053,s2054
s2053,s2055
s2054,s101907
s2054,s2056
s2055,s2056
s101907,s2058
s2056,s2058
s2056,s96916
s2058,s76410
s2058,s2059
s96916,s2059
s76410,s2060
s2059,s2060
s2059,s2061
s2060,s2063
s2060,s2062
s2061,s2062
s2063,s101908
s2062,s2064
s101908,s2065
s2064,s2065
s2064,s2066
s2065,s2067
s2065,s96917
s2066,s2067
s2067,s2069
s2067,s2068
s96917,s2068
s2069,s2071
s2068,s2071
s2068,s2072
s2071,s76411
s2071,s2073
s2072,s2073
s76411,s76412
s2073,s2074
s2074,s88203
s2074,s2076
s76412,s2076
s88203,s88204
s2076,s2077
s2077,s2079
s2077,s2078
s88204,s2078
s2079,s76413
s2078,s2080
s2080,s2082
s2080,s96918
s76413,s2082
s2082,s2083
s2082,s88205
s96918,s2083
s2083,s2086
s2083,s2085
s88205,s2085
s2086,s2087
s2085,s76414
s2085,s2087
s76414,s76415
s2087,s2088
s2088,s2091
s2088,s2090
s76415,s2090
s2091,s2092
s2090,s2092
s2090,s96919
s2092,s2093
s2092,s2096
s96919,s2093
s2093,s2095
s2093,s2094
s2096,s2094
s2095,s2097
s2094,s101909
s2094,s2097
s101909,s2099
s2097,s2099
s2097,s76416
s2099,s2100
s76416,s76417
s76417,s76418
s2100,s2102
s76418,s2103
s2102,s96920
s2102,s2103
s96920,s2106
s2103,s2105
s2106,s2107
s2105,s76419
s2105,s2107
s76419,s2109
s2107,s2108
s2109,s2110
s2108,s2110
s2108,s96921
s2110,s2112
s2110,s2111
s96921,s2111
s2112,s88206
s2111,s2113
s88206,s2114
s2113,s76422
s2113,s2114
s76422,s2115
s2114,s88207
s2114,s2115
s88207,s2116
s2115,s101910
s2115,s2116
s101910,s2117
s2116,s2117
s2116,s88208
s2117,s2119
s2117,s2118
s88208,s2118
s2119,s2120
s2118,s88209
s2118,s2120
s88209,s88210
s2120,s2121
s88210,s2122
s2121,s2123
s2121,s2122
s2123,s2124
s2122,s88211
s2122,s2124
s88211,s2126
s2124,s2127
s2124,s2126
s2127,s2128
s2126,s101911
s2126,s2128
s101911,s2129
s2128,s76423
s2128,s2129
s76423,s76424
s2129,s2131
s2131,s2134
s2131,s2133
s76424,s2133
s2134,s2136
s2133,s2135
s2135,s2137
s2135,s2138
s2136,s2137
s2137,s2140
s2137,s2139
s2138,s2139
s2140,s2141
s2139,s2141
s2139,s2142
s2141,s2143
s2141,s76425
s2142,s2143
s2143,s2145
s76425,s76426
s76426,s2146
s2145,s2146
s2145,s101912
s2146,s2147
s101912,s101913
s101913,s2148
s2147,s2148
s2147,s76427
s2148,s2150
s76427,s2151
s2151,s2152
s2150,s2152
s2150,s2153
s2152,s2154
s2152,s76429
s2153,s2154
s2154,s101914
s2154,s2155
s76429,s2155
s101914,s2156
s2155,s2156
s2155,s76430
s2156,s2160
s2156,s2157
s76430,s2157
s2160,s2158
s2157,s2158
s2157,s2159
s2158,s2161
s2159,s96922
s2161,s2162
s2161,s88212
s96922,s2162
s2162,s96923
s2162,s2163
s88212,s2163
s96923,s2164
s2163,s2164
s2163,s101915
s2164,s2165
s2164,s2166
s101915,s2165
s2165,s76431
s2165,s2167
s2166,s2167
s76431,s2168
s2167,s101916
s2167,s2168
s101916,s2170
s2168,s2171
s2168,s2170
s2171,s2172
s2170,s2173
s2170,s2172
s2173,s2174
s2172,s2174
s2172,s2175
s2174,s2176
s2174,s96924
s2175,s2176
s2176,s2177
s2176,s76432
s96924,s2177
s2177,s2180
s2177,s2179
s76432,s2179
s2180,s2181
s2179,s2181
s2179,s76433
s2181,s2183
s76433,s2184
s2183,s96925
s2183,s2185
s2184,s2185
s96925,s96926
s2185,s2186
s96926,s2189
s2186,s2188
s2188,s101917
s2188,s2190
s2189,s2190
s101917,s2191
s2190,s2194
s2190,s2191
s2194,s2192
s2191,s2192
s2191,s2193
s2192,s2195
s2192,s88213
s2193,s2195
s2195,s101918
s2195,s2197
s88213,s2197
s101918,s2198
s2197,s88214
s2197,s2198
s88214,s88215
s2198,s2200
s88215,s2201
s2200,s101919
s2200,s2201
s101919,s2202
s2201,s96927
s2201,s2202
s96927,s2204
s2202,s2203
s2203,s2205
s2203,s101921
s2204,s2205
s2205,s96929
s2205,s2207
s101921,s2207
s96929,s2209
s2207,s2209
s2207,s101922
s2209,s2210
s101922,s2211
s2210,s2213
s2210,s2212
s2211,s2212
s2213,s96930
s2212,s2214
s2214,s2216
s96930,s96931
s96931,s2217
s2216,s2217
s2216,s76434
s2217,s2218
s2217,s2219
s76434,s2218
s2218,s96932
s2218,s2220
s2219,s2220
s96932,s2223
s2220,s2222
s2222,s2224
s2222,s76435
s2223,s2224
s2224,s96933
s2224,s2225
s76435,s2225
s96933,s2226
s2225,s2227
s2225,s2226
s2227,s2228
s2226,s76436
s2226,s2228
s76436,s76437
s2228,s2230
s76437,s2231
s2230,s2232
s2230,s2231
s2232,s2233
s2231,s2233
s2231,s2234
s2233,s2235
s2234,s76438
s76438,s76439
s2235,s2236
s2236,s2237
s2236,s2238
s76439,s2237
s2237,s2239
s2238,s96935
s96935,s96936
s2239,s2240
s2240,s2241
s96936,s96937
s2241,s2243
s2241,s76441
